# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
5.86000e+07,5.50000e+03,2.95564e+04,-6.28405e+00,3.74832e+02
5.86000e+07,5.60000e+03,2.95549e+04,-6.28151e+00,3.76088e+02
5.86000e+07,5.70000e+03,2.95533e+04,-6.27899e+00,3.77362e+02
5.86000e+07,5.80000e+03,2.95518e+04,-6.27647e+00,3.78653e+02
5.86000e+07,5.90000e+03,2.95502e+04,-6.27396e+00,3.79959e+02
5.86000e+07,6.00000e+03,2.95486e+04,-6.27145e+00,3.81282e+02
5.86000e+07,6.10000e+03,2.95471e+04,-6.26895e+00,3.82620e+02
5.86000e+07,6.20000e+03,2.95455e+04,-6.26646e+00,3.83973e+02
5.86000e+07,6.30000e+03,2.95439e+04,-6.26397e+00,3.85340e+02
5.86000e+07,6.40000e+03,2.95422e+04,-6.26149e+00,3.86721e+02
5.86000e+07,6.50000e+03,2.95406e+04,-6.25902e+00,3.88115e+02
5.86000e+07,6.60000e+03,2.95390e+04,-6.25655e+00,3.89522e+02
5.86000e+07,6.70000e+03,2.95374e+04,-6.25409e+00,3.90942e+02
5.86000e+07,6.80000e+03,2.95357e+04,-6.25164e+00,3.92373e+02
5.86000e+07,6.90000e+03,2.95340e+04,-6.24919e+00,3.93816e+02
5.86000e+07,7.00000e+03,2.95324e+04,-6.24676e+00,3.95270e+02
5.86000e+07,7.10000e+03,2.95307e+04,-6.24433e+00,3.96735e+02
5.86000e+07,7.20000e+03,2.95290e+04,-6.24190e+00,3.98210e+02
5.86000e+07,7.30000e+03,2.95273e+04,-6.23949e+00,3.99695e+02
5.86000e+07,7.40000e+03,2.95256e+04,-6.23709e+00,4.01189e+02
5.86000e+07,7.50000e+03,2.95239e+04,-6.23469e+00,4.02692e+02
5.86000e+07,7.60000e+03,2.95222e+04,-6.23230e+00,4.04204e+02
5.86000e+07,7.70000e+03,2.95204e+04,-6.22992e+00,4.05724e+02
5.86000e+07,7.80000e+03,2.95187e+04,-6.22756e+00,4.07251e+02
5.86000e+07,7.90000e+03,2.95169e+04,-6.22520e+00,4.08786e+02
5.86000e+07,8.00000e+03,2.95152e+04,-6.22285e+00,4.10328e+02
5.86000e+07,8.10000e+03,2.95134e+04,-6.22051e+00,4.11877e+02
5.86000e+07,8.20000e+03,2.95116e+04,-6.21818e+00,4.13432e+02
5.86000e+07,8.30000e+03,2.95098e+04,-6.21586e+00,4.14993e+02
5.86000e+07,8.40000e+03,2.95080e+04,-6.21355e+00,4.16560e+02
5.86000e+07,8.50000e+03,2.95062e+04,-6.21126e+00,4.18132e+02
5.86000e+07,8.60000e+03,2.95044e+04,-6.20897e+00,4.19708e+02
5.86000e+07,8.70000e+03,2.95026e+04,-6.20669e+00,4.21290e+02
5.86000e+07,8.80000e+03,2.95007e+04,-6.20443e+00,4.22875e+02
5.86000e+07,8.90000e+03,2.94989e+04,-6.20218e+00,4.24465e+02
5.86000e+07,9.00000e+03,2.94970e+04,-6.19993e+00,4.26058e+02
5.86000e+07,9.10000e+03,2.94952e+04,-6.19771e+00,4.27655e+02
5.86000e+07,9.20000e+03,2.94933e+04,-6.19549e+00,4.29254e+02
5.86000e+07,9.30000e+03,2.94914e+04,-6.19328e+00,4.30857e+02
5.86000e+07,9.40000e+03,2.94895e+04,-6.19109e+00,4.32462e+02
5.86000e+07,9.50000e+03,2.94876e+04,-6.18891e+00,4.34069e+02
5.86000e+07,9.60000e+03,2.94857e+04,-6.18674e+00,4.35678e+02
5.86000e+07,9.70000e+03,2.94838e+04,-6.18459e+00,4.37288e+02
5.86000e+07,9.80000e+03,2.94818e+04,-6.18244e+00,4.38900e+02
5.86000e+07,9.90000e+03,2.94799e+04,-6.18031e+00,4.40513e+02
5.86000e+07,1.00000e+04,2.94779e+04,-6.17819e+00,4.42128e+02
5.86000e+07,1.01000e+04,2.94760e+04,-6.17609e+00,4.43742e+02
5.86000e+07,1.02000e+04,2.94740e+04,-6.17400e+00,4.45357e+02
5.86000e+07,1.03000e+04,2.94720e+04,-6.17192e+00,4.46973e+02
5.86000e+07,1.04000e+04,2.94700e+04,-6.16986e+00,4.48588e+02
5.93500e+07,1.70000e+03,2.97165e+04,-6.40512e+00,3.45402e+02
5.93500e+07,1.80000e+03,2.97153e+04,-6.40024e+00,3.45568e+02
5.93500e+07,1.90000e+03,2.97142e+04,-6.39566e+00,3.45773e+02
5.93500e+07,2.00000e+03,2.97130e+04,-6.39132e+00,3.46016e+02
5.93500e+07,2.10000e+03,2.97117e+04,-6.38720e+00,3.46297e+02
5.93500e+07,2.20000e+03,2.97105e+04,-6.38327e+00,3.46616e+02
5.93500e+07,2.30000e+03,2.97093e+04,-6.37950e+00,3.46971e+02
5.93500e+07,2.40000e+03,2.97080e+04,-6.37587e+00,3.47363e+02
5.93500e+07,2.50000e+03,2.97068e+04,-6.37237e+00,3.47791e+02
5.93500e+07,2.60000e+03,2.97055e+04,-6.36898e+00,3.48255e+02
5.93500e+07,2.70000e+03,2.97042e+04,-6.36569e+00,3.48754e+02
5.93500e+07,2.80000e+03,2.97030e+04,-6.36248e+00,3.49287e+02
5.93500e+07,2.90000e+03,2.97017e+04,-6.35935e+00,3.49853e+02
5.93500e+07,3.00000e+03,2.97004e+04,-6.35628e+00,3.50453e+02
5.93500e+07,3.10000e+03,2.96990e+04,-6.35328e+00,3.51086e+02
5.93500e+07,3.20000e+03,2.96977e+04,-6.35033e+00,3.51750e+02
5.93500e+07,3.30000e+03,2.96964e+04,-6.34742e+00,3.52445e+02
5.93500e+07,3.40000e+03,2.96951e+04,-6.34456e+00,3.53172e+02
5.93500e+07,3.50000e+03,2.96937e+04,-6.34174e+00,3.53928e+02
5.93500e+07,3.60000e+03,2.96924e+04,-6.33894e+00,3.54713e+02
5.93500e+07,3.70000e+03,2.96910e+04,-6.33618e+00,3.55527e+02
5.93500e+07,3.80000e+03,2.96896e+04,-6.33345e+00,3.56370e+02
5.93500e+07,3.90000e+03,2.96882e+04,-6.33074e+00,3.57239e+02
5.93500e+07,4.00000e+03,2.96868e+04,-6.32805e+00,3.58136e+02
5.93500e+07,4.10000e+03,2.96854e+04,-6.32538e+00,3.59059e+02
5.93500e+07,4.20000e+03,2.96840e+04,-6.32272e+00,3.60008e+02
5.93500e+07,4.30000e+03,2.96826e+04,-6.32008e+00,3.60981e+02
5.93500e+07,4.40000e+03,2.96812e+04,-6.31746e+00,3.61979e+02
5.93500e+07,4.50000e+03,2.96798e+04,-6.31485e+00,3.63001e+02
5.93500e+07,4.60000e+03,2.96783e+04,-6.31225e+00,3.64047e+02
5.93500e+07,4.70000e+03,2.96769e+04,-6.30966e+00,3.65115e+02
5.93500e+07,4.80000e+03,2.96754e+04,-6.30708e+00,3.66205e+02
5.93500e+07,4.90000e+03,2.96739e+04,-6.30452e+00,3.67317e+02
5.93500e+07,5.00000e+03,2.96725e+04,-6.30195e+00,3.68449e+02
5.93500e+07,5.10000e+03,2.96710e+04,-6.29940e+00,3.69602e+02
5.93500e+07,5.20000e+03,2.96695e+04,-6.29685e+00,3.70775e+02
5.93500e+07,5.30000e+03,2.96680e+04,-6.29432e+00,3.71968e+02
5.93500e+07,5.40000e+03,2.96665e+04,-6.29178e+00,3.73179e+02
5.93500e+07,5.50000e+03,2.96650e+04,-6.28926e+00,3.74409e+02
5.93500e+07,5.60000e+03,2.96634e+04,-6.28674e+00,3.75656e+02
5.93500e+07,5.70000e+03,2.96619e+04,-6.28423e+00,3.76921e+02
5.93500e+07,5.80000e+03,2.96603e+04,-6.28172e+00,3.78202e+02
5.93500e+07,5.90000e+03,2.96588e+04,-6.27922e+00,3.79500e+02
5.93500e+07,6.00000e+03,2.96572e+04,-6.27673e+00,3.80813e+02
5.93500e+07,6.10000e+03,2.96557e+04,-6.27424e+00,3.82141e+02
5.93500e+07,6.20000e+03,2.96541e+04,-6.27176e+00,3.83485e+02
5.93500e+07,6.30000e+03,2.96525e+04,-6.26929e+00,3.84842e+02
5.93500e+07,6.40000e+03,2.96509e+04,-6.26682e+00,3.86214e+02
5.93500e+07,6.50000e+03,2.96493e+04,-6.26436e+00,3.87599e+02
5.93500e+07,6.60000e+03,2.96477e+04,-6.26190e+00,3.88996e+02
5.93500e+07,6.70000e+03,2.96460e+04,-6.25945e+00,3.90406e+02
5.93500e+07,6.80000e+03,2.96444e+04,-6.25701e+00,3.91828e+02
5.93500e+07,6.90000e+03,2.96427e+04,-6.25458e+00,3.93262e+02
5.93500e+07,7.00000e+03,2.96411e+04,-6.25215e+00,3.94706e+02
5.93500e+07,7.10000e+03,2.96394e+04,-6.24973e+00,3.96161e+02
5.93500e+07,7.20000e+03,2.96378e+04,-6.24732e+00,3.97627e+02
5.93500e+07,7.30000e+03,2.96361e+04,-6.24492e+00,3.99102e+02
5.93500e+07,7.40000e+03,2.96344e+04,-6.24253e+00,4.00587e+02
5.93500e+07,7.50000e+03,2.96327e+04,-6.24014e+00,4.02081e+02
5.93500e+07,7.60000e+03,2.96310e+04,-6.23776e+00,4.03583e+02
5.93500e+07,7.70000e+03,2.96293e+04,-6.23540e+00,4.05094e+02
5.93500e+07,7.80000e+03,2.96275e+04,-6.23304e+00,4.06612e+02
5.93500e+07,7.90000e+03,2.96258e+04,-6.23069e+00,4.08138e+02
5.93500e+07,8.00000e+03,2.96240e+04,-6.22834e+00,4.09671e+02
5.93500e+07,8.10000e+03,2.96223e+04,-6.22602e+00,4.11211e+02
5.93500e+07,8.20000e+03,2.96205e+04,-6.22370e+00,4.12757e+02
5.93500e+07,8.30000e+03,2.96188e+04,-6.22138e+00,4.14309e+02
5.93500e+07,8.40000e+03,2.96170e+04,-6.21908e+00,4.15866e+02
5.93500e+07,8.50000e+03,2.96152e+04,-6.21679e+00,4.17429e+02
5.93500e+07,8.60000e+03,2.96134e+04,-6.21452e+00,4.18997e+02
5.93500e+07,8.70000e+03,2.96116e+04,-6.21225e+00,4.20570e+02
5.93500e+07,8.80000e+03,2.96097e+04,-6.20999e+00,4.22147e+02
5.93500e+07,8.90000e+03,2.96079e+04,-6.20775e+00,4.23728e+02
5.93500e+07,9.00000e+03,2.96061e+04,-6.20551e+00,4.25313e+02
5.93500e+07,9.10000e+03,2.96042e+04,-6.20329e+00,4.26901e+02
5.93500e+07,9.20000e+03,2.96024e+04,-6.20108e+00,4.28493e+02
5.93500e+07,9.30000e+03,2.96005e+04,-6.19888e+00,4.30087e+02
5.93500e+07,9.40000e+03,2.95986e+04,-6.19669e+00,4.31684e+02
5.93500e+07,9.50000e+03,2.95967e+04,-6.19452e+00,4.33283e+02
5.93500e+07,9.60000e+03,2.95948e+04,-6.19235e+00,4.34884e+02
5.93500e+07,9.70000e+03,2.95929e+04,-6.19020e+00,4.36487e+02
5.93500e+07,9.80000e+03,2.95910e+04,-6.18806e+00,4.38091e+02
5.93500e+07,9.90000e+03,2.95891e+04,-6.18594e+00,4.39697e+02
5.93500e+07,1.00000e+04,2.95872e+04,-6.18383e+00,4.41304e+02
5.93500e+07,1.01000e+04,2.95852e+04,-6.18173e+00,4.42911e+02
5.93500e+07,1.02000e+04,2.95833e+04,-6.17964e+00,4.44519e+02
5.93500e+07,1.03000e+04,2.95813e+04,-6.17757e+00,4.46127e+02
5.93500e+07,1.04000e+04,2.95793e+04,-6.17550e+00,4.47736e+02
6.01000e+07,1.70000e+03,2.98237e+04,-6.40984e+00,3.45207e+02
6.01000e+07,1.80000e+03,2.98225e+04,-6.40497e+00,3.45373e+02
6.01000e+07,1.90000e+03,2.98213e+04,-6.40039e+00,3.45576e+02
6.01000e+07,2.00000e+03,2.98201e+04,-6.39606e+00,3.45818e+02
6.01000e+07,2.10000e+03,2.98189e+04,-6.39195e+00,3.46097e+02
6.01000e+07,2.20000e+03,2.98177e+04,-6.38802e+00,3.46413e+02
6.01000e+07,2.30000e+03,2.98165e+04,-6.38426e+00,3.46766e+02
6.01000e+07,2.40000e+03,2.98153e+04,-6.38064e+00,3.47155e+02
6.01000e+07,2.50000e+03,2.98140e+04,-6.37715e+00,3.47580e+02
6.01000e+07,2.60000e+03,2.98128e+04,-6.37377e+00,3.48040e+02
6.01000e+07,2.70000e+03,2.98115e+04,-6.37048e+00,3.48535e+02
6.01000e+07,2.80000e+03,2.98102e+04,-6.36728e+00,3.49064e+02
6.01000e+07,2.90000e+03,2.98089e+04,-6.36416e+00,3.49626e+02
6.01000e+07,3.00000e+03,2.98076e+04,-6.36111e+00,3.50221e+02
6.01000e+07,3.10000e+03,2.98063e+04,-6.35811e+00,3.50848e+02
6.01000e+07,3.20000e+03,2.98050e+04,-6.35518e+00,3.51508e+02
6.01000e+07,3.30000e+03,2.98037e+04,-6.35228e+00,3.52198e+02
6.01000e+07,3.40000e+03,2.98024e+04,-6.34943e+00,3.52918e+02
6.01000e+07,3.50000e+03,2.98010e+04,-6.34662e+00,3.53668e+02
6.01000e+07,3.60000e+03,2.97997e+04,-6.34384e+00,3.54447e+02
6.01000e+07,3.70000e+03,2.97983e+04,-6.34109e+00,3.55255e+02
6.01000e+07,3.80000e+03,2.97970e+04,-6.33837e+00,3.56091e+02
6.01000e+07,3.90000e+03,2.97956e+04,-6.33567e+00,3.56954e+02
6.01000e+07,4.00000e+03,2.97942e+04,-6.33299e+00,3.57844e+02
6.01000e+07,4.10000e+03,2.97928e+04,-6.33033e+00,3.58760e+02
6.01000e+07,4.20000e+03,2.97914e+04,-6.32770e+00,3.59701e+02
6.01000e+07,4.30000e+03,2.97900e+04,-6.32507e+00,3.60667e+02
6.01000e+07,4.40000e+03,2.97886e+04,-6.32246e+00,3.61658e+02
6.01000e+07,4.50000e+03,2.97872e+04,-6.31986e+00,3.62672e+02
6.01000e+07,4.60000e+03,2.97858e+04,-6.31728e+00,3.63709e+02
6.01000e+07,4.70000e+03,2.97843e+04,-6.31470e+00,3.64769e+02
6.01000e+07,4.80000e+03,2.97829e+04,-6.31214e+00,3.65851e+02
6.01000e+07,4.90000e+03,2.97814e+04,-6.30958e+00,3.66954e+02
6.01000e+07,5.00000e+03,2.97800e+04,-6.30703e+00,3.68079e+02
6.01000e+07,5.10000e+03,2.97785e+04,-6.30449e+00,3.69223e+02
6.01000e+07,5.20000e+03,2.97770e+04,-6.30196e+00,3.70388e+02
6.01000e+07,5.30000e+03,2.97755e+04,-6.29944e+00,3.71571e+02
6.01000e+07,5.40000e+03,2.97740e+04,-6.29692e+00,3.72774e+02
6.01000e+07,5.50000e+03,2.97725e+04,-6.29441e+00,3.73995e+02
6.01000e+07,5.60000e+03,2.97710e+04,-6.29190e+00,3.75233e+02
6.01000e+07,5.70000e+03,2.97695e+04,-6.28940e+00,3.76489e+02
6.01000e+07,5.80000e+03,2.97679e+04,-6.28691e+00,3.77761e+02
6.01000e+07,5.90000e+03,2.97664e+04,-6.28442e+00,3.79049e+02
6.01000e+07,6.00000e+03,2.97649e+04,-6.28194e+00,3.80353e+02
6.01000e+07,6.10000e+03,2.97633e+04,-6.27947e+00,3.81673e+02
6.01000e+07,6.20000e+03,2.97617e+04,-6.27700e+00,3.83007e+02
6.01000e+07,6.30000e+03,2.97601e+04,-6.27453e+00,3.84355e+02
6.01000e+07,6.40000e+03,2.97586e+04,-6.27208e+00,3.85717e+02
6.01000e+07,6.50000e+03,2.97570e+04,-6.26963e+00,3.87093e+02
6.01000e+07,6.60000e+03,2.97554e+04,-6.26718e+00,3.88481e+02
6.01000e+07,6.70000e+03,2.97537e+04,-6.26475e+00,3.89881e+02
6.01000e+07,6.80000e+03,2.97521e+04,-6.26232e+00,3.91294e+02
6.01000e+07,6.90000e+03,2.97505e+04,-6.25990e+00,3.92718e+02
6.01000e+07,7.00000e+03,2.97489e+04,-6.25748e+00,3.94154e+02
6.01000e+07,7.10000e+03,2.97472e+04,-6.25507e+00,3.95600e+02
6.01000e+07,7.20000e+03,2.97455e+04,-6.25267e+00,3.97056e+02
6.01000e+07,7.30000e+03,2.97439e+04,-6.25028e+00,3.98522e+02
6.01000e+07,7.40000e+03,2.97422e+04,-6.24790e+00,3.99997e+02
6.01000e+07,7.50000e+03,2.97405e+04,-6.24552e+00,4.01482e+02
6.01000e+07,7.60000e+03,2.97388e+04,-6.24315e+00,4.02975e+02
6.01000e+07,7.70000e+03,2.97371e+04,-6.24079e+00,4.04476e+02
6.01000e+07,7.80000e+03,2.97354e+04,-6.23844e+00,4.05986e+02
6.01000e+07,7.90000e+03,2.97337e+04,-6.23610e+00,4.07503e+02
6.01000e+07,8.00000e+03,2.97320e+04,-6.23377e+00,4.09027e+02
6.01000e+07,8.10000e+03,2.97302e+04,-6.23145e+00,4.10557e+02
6.01000e+07,8.20000e+03,2.97285e+04,-6.22914e+00,4.12094e+02
6.01000e+07,8.30000e+03,2.97267e+04,-6.22684e+00,4.13638e+02
6.01000e+07,8.40000e+03,2.97249e+04,-6.22454e+00,4.15187e+02
6.01000e+07,8.50000e+03,2.97232e+04,-6.22226e+00,4.16741e+02
6.01000e+07,8.60000e+03,2.97214e+04,-6.21999e+00,4.18301e+02
6.01000e+07,8.70000e+03,2.97196e+04,-6.21773e+00,4.19865e+02
6.01000e+07,8.80000e+03,2.97178e+04,-6.21548e+00,4.21433e+02
6.01000e+07,8.90000e+03,2.97160e+04,-6.21324e+00,4.23006e+02
6.01000e+07,9.00000e+03,2.97141e+04,-6.21101e+00,4.24583e+02
6.01000e+07,9.10000e+03,2.97123e+04,-6.20880e+00,4.26163e+02
6.01000e+07,9.20000e+03,2.97105e+04,-6.20659e+00,4.27746e+02
6.01000e+07,9.30000e+03,2.97086e+04,-6.20440e+00,4.29332e+02
6.01000e+07,9.40000e+03,2.97068e+04,-6.20222e+00,4.30921e+02
6.01000e+07,9.50000e+03,2.97049e+04,-6.20005e+00,4.32512e+02
6.01000e+07,9.60000e+03,2.97030e+04,-6.19789e+00,4.34106e+02
6.01000e+07,9.70000e+03,2.97011e+04,-6.19575e+00,4.35701e+02
6.01000e+07,9.80000e+03,2.96992e+04,-6.19362e+00,4.37298e+02
6.01000e+07,9.90000e+03,2.96973e+04,-6.19150e+00,4.38896e+02
6.01000e+07,1.00000e+04,2.96954e+04,-6.18939e+00,4.40495e+02
6.01000e+07,1.01000e+04,2.96935e+04,-6.18729e+00,4.42096e+02
6.01000e+07,1.02000e+04,2.96915e+04,-6.18521e+00,4.43696e+02
6.01000e+07,1.03000e+04,2.96896e+04,-6.18314e+00,4.45297e+02
6.01000e+07,1.04000e+04,2.96876e+04,-6.18108e+00,4.46899e+02
6.08500e+07,1.70000e+03,2.99299e+04,-6.41449e+00,3.45015e+02
6.08500e+07,1.80000e+03,2.99288e+04,-6.40963e+00,3.45180e+02
6.08500e+07,1.90000e+03,2.99276e+04,-6.40506e+00,3.45382e+02
6.08500e+07,2.00000e+03,2.99264e+04,-6.40073e+00,3.45622e+02
6.08500e+07,2.10000e+03,2.99252e+04,-6.39663e+00,3.45899e+02
6.08500e+07,2.20000e+03,2.99240e+04,-6.39271e+00,3.46213e+02
6.08500e+07,2.30000e+03,2.99228e+04,-6.38896e+00,3.46564e+02
6.08500e+07,2.40000e+03,2.99216e+04,-6.38535e+00,3.46950e+02
6.08500e+07,2.50000e+03,2.99203e+04,-6.38186e+00,3.47372e+02
6.08500e+07,2.60000e+03,2.99191e+04,-6.37849e+00,3.47828e+02
6.08500e+07,2.70000e+03,2.99178e+04,-6.37522e+00,3.48320e+02
6.08500e+07,2.80000e+03,2.99166e+04,-6.37203e+00,3.48844e+02
6.08500e+07,2.90000e+03,2.99153e+04,-6.36892e+00,3.49402e+02
6.08500e+07,3.00000e+03,2.99140e+04,-6.36587e+00,3.49993e+02
6.08500e+07,3.10000e+03,2.99127e+04,-6.36289e+00,3.50616e+02
6.08500e+07,3.20000e+03,2.99114e+04,-6.35996e+00,3.51270e+02
6.08500e+07,3.30000e+03,2.99101e+04,-6.35708e+00,3.51954e+02
6.08500e+07,3.40000e+03,2.99088e+04,-6.35424e+00,3.52669e+02
6.08500e+07,3.50000e+03,2.99075e+04,-6.35144e+00,3.53414e+02
6.08500e+07,3.60000e+03,2.99061e+04,-6.34868e+00,3.54187e+02
6.08500e+07,3.70000e+03,2.99048e+04,-6.34594e+00,3.54989e+02
6.08500e+07,3.80000e+03,2.99034e+04,-6.34323e+00,3.55818e+02
6.08500e+07,3.90000e+03,2.99021e+04,-6.34054e+00,3.56674e+02
6.08500e+07,4.00000e+03,2.99007e+04,-6.33788e+00,3.57557e+02
6.08500e+07,4.10000e+03,2.98993e+04,-6.33523e+00,3.58466e+02
6.08500e+07,4.20000e+03,2.98979e+04,-6.33261e+00,3.59400e+02
6.08500e+07,4.30000e+03,2.98965e+04,-6.33000e+00,3.60359e+02
6.08500e+07,4.40000e+03,2.98951e+04,-6.32740e+00,3.61342e+02
6.08500e+07,4.50000e+03,2.98937e+04,-6.32481e+00,3.62349e+02
6.08500e+07,4.60000e+03,2.98923e+04,-6.32224e+00,3.63378e+02
6.08500e+07,4.70000e+03,2.98909e+04,-6.31968e+00,3.64430e+02
6.08500e+07,4.80000e+03,2.98894e+04,-6.31713e+00,3.65504e+02
6.08500e+07,4.90000e+03,2.98880e+04,-6.31458e+00,3.66600e+02
6.08500e+07,5.00000e+03,2.98865e+04,-6.31205e+00,3.67716e+02
6.08500e+07,5.10000e+03,2.98851e+04,-6.30952e+00,3.68852e+02
6.08500e+07,5.20000e+03,2.98836e+04,-6.30700e+00,3.70008e+02
6.08500e+07,5.30000e+03,2.98821e+04,-6.30449e+00,3.71183e+02
6.08500e+07,5.40000e+03,2.98806e+04,-6.30198e+00,3.72377e+02
6.08500e+07,5.50000e+03,2.98791e+04,-6.29948e+00,3.73589e+02
6.08500e+07,5.60000e+03,2.98776e+04,-6.29699e+00,3.74818e+02
6.08500e+07,5.70000e+03,2.98761e+04,-6.29450e+00,3.76065e+02
6.08500e+07,5.80000e+03,2.98746e+04,-6.29202e+00,3.77329e+02
6.08500e+07,5.90000e+03,2.98731e+04,-6.28955e+00,3.78608e+02
6.08500e+07,6.00000e+03,2.98715e+04,-6.28708e+00,3.79903e+02
6.08500e+07,6.10000e+03,2.98700e+04,-6.28462e+00,3.81213e+02
6.08500e+07,6.20000e+03,2.98684e+04,-6.28216e+00,3.82538e+02
6.08500e+07,6.30000e+03,2.98669e+04,-6.27971e+00,3.83878e+02
6.08500e+07,6.40000e+03,2.98653e+04,-6.27727e+00,3.85231e+02
6.08500e+07,6.50000e+03,2.98637e+04,-6.27483e+00,3.86597e+02
6.08500e+07,6.60000e+03,2.98621e+04,-6.27240e+00,3.87976e+02
6.08500e+07,6.70000e+03,2.98605e+04,-6.26997e+00,3.89367e+02
6.08500e+07,6.80000e+03,2.98589e+04,-6.26755e+00,3.90771e+02
6.08500e+07,6.90000e+03,2.98573e+04,-6.26514e+00,3.92186e+02
6.08500e+07,7.00000e+03,2.98557e+04,-6.26274e+00,3.93612e+02
6.08500e+07,7.10000e+03,2.98540e+04,-6.26034e+00,3.95049e+02
6.08500e+07,7.20000e+03,2.98524e+04,-6.25795e+00,3.96496e+02
6.08500e+07,7.30000e+03,2.98508e+04,-6.25557e+00,3.97953e+02
6.08500e+07,7.40000e+03,2.98491e+04,-6.25319e+00,3.99419e+02
6.08500e+07,7.50000e+03,2.98474e+04,-6.25083e+00,4.00895e+02
6.08500e+07,7.60000e+03,2.98457e+04,-6.24847e+00,4.02379e+02
6.08500e+07,7.70000e+03,2.98441e+04,-6.24612e+00,4.03871e+02
6.08500e+07,7.80000e+03,2.98424e+04,-6.24378e+00,4.05372e+02
6.08500e+07,7.90000e+03,2.98406e+04,-6.24145e+00,4.06880e+02
6.08500e+07,8.00000e+03,2.98389e+04,-6.23913e+00,4.08395e+02
6.08500e+07,8.10000e+03,2.98372e+04,-6.23681e+00,4.09917e+02
6.08500e+07,8.20000e+03,2.98355e+04,-6.23451e+00,4.11445e+02
6.08500e+07,8.30000e+03,2.98337e+04,-6.23222e+00,4.12980e+02
6.08500e+07,8.40000e+03,2.98320e+04,-6.22993e+00,4.14520e+02
6.08500e+07,8.50000e+03,2.98302e+04,-6.22766e+00,4.16066e+02
6.08500e+07,8.60000e+03,2.98284e+04,-6.22540e+00,4.17617e+02
6.08500e+07,8.70000e+03,2.98267e+04,-6.22314e+00,4.19173e+02
6.08500e+07,8.80000e+03,2.98249e+04,-6.22090e+00,4.20733e+02
6.08500e+07,8.90000e+03,2.98231e+04,-6.21867e+00,4.22298e+02
6.08500e+07,9.00000e+03,2.98213e+04,-6.21645e+00,4.23866e+02
6.08500e+07,9.10000e+03,2.98195e+04,-6.21424e+00,4.25438e+02
6.08500e+07,9.20000e+03,2.98176e+04,-6.21204e+00,4.27013e+02
6.08500e+07,9.30000e+03,2.98158e+04,-6.20985e+00,4.28592e+02
6.08500e+07,9.40000e+03,2.98140e+04,-6.20768e+00,4.30173e+02
6.08500e+07,9.50000e+03,2.98121e+04,-6.20551e+00,4.31756e+02
6.08500e+07,9.60000e+03,2.98102e+04,-6.20336e+00,4.33342e+02
6.08500e+07,9.70000e+03,2.98084e+04,-6.20122e+00,4.34930e+02
6.08500e+07,9.80000e+03,2.98065e+04,-6.19909e+00,4.36519e+02
6.08500e+07,9.90000e+03,2.98046e+04,-6.19698e+00,4.38110e+02
6.08500e+07,1.00000e+04,2.98027e+04,-6.19488e+00,4.39702e+02
6.08500e+07,1.01000e+04,2.98008e+04,-6.19279e+00,4.41295e+02
6.08500e+07,1.02000e+04,2.97989e+04,-6.19071e+00,4.42889e+02
6.08500e+07,1.03000e+04,2.97969e+04,-6.18864e+00,4.44483e+02
6.08500e+07,1.04000e+04,2.97950e+04,-6.18659e+00,4.46077e+02
6.16000e+07,1.70000e+03,3.00353e+04,-6.41909e+00,3.44826e+02
6.16000e+07,1.80000e+03,3.00341e+04,-6.41424e+00,3.44990e+02
6.16000e+07,1.90000e+03,3.00329e+04,-6.40967e+00,3.45191e+02
6.16000e+07,2.00000e+03,3.00318e+04,-6.40535e+00,3.45430e+02
6.16000e+07,2.10000e+03,3.00306e+04,-6.40125e+00,3.45705e+02
6.16000e+07,2.20000e+03,3.00294e+04,-6.39734e+00,3.46017e+02
6.16000e+07,2.30000e+03,3.00282e+04,-6.39360e+00,3.46365e+02
6.16000e+07,2.40000e+03,3.00270e+04,-6.39000e+00,3.46749e+02
6.16000e+07,2.50000e+03,3.00257e+04,-6.38652e+00,3.47167e+02
6.16000e+07,2.60000e+03,3.00245e+04,-6.38316e+00,3.47621e+02
6.16000e+07,2.70000e+03,3.00233e+04,-6.37989e+00,3.48108e+02
6.16000e+07,2.80000e+03,3.00220e+04,-6.37672e+00,3.48629e+02
6.16000e+07,2.90000e+03,3.00207e+04,-6.37361e+00,3.49183e+02
6.16000e+07,3.00000e+03,3.00195e+04,-6.37058e+00,3.49769e+02
6.16000e+07,3.10000e+03,3.00182e+04,-6.36761e+00,3.50387e+02
6.16000e+07,3.20000e+03,3.00169e+04,-6.36469e+00,3.51036e+02
6.16000e+07,3.30000e+03,3.00156e+04,-6.36182e+00,3.51715e+02
6.16000e+07,3.40000e+03,3.00143e+04,-6.35899e+00,3.52425e+02
6.16000e+07,3.50000e+03,3.00130e+04,-6.35620e+00,3.53164e+02
6.16000e+07,3.60000e+03,3.00116e+04,-6.35345e+00,3.53931e+02
6.16000e+07,3.70000e+03,3.00103e+04,-6.35072e+00,3.54727e+02
6.16000e+07,3.80000e+03,3.00090e+04,-6.34802e+00,3.55550e+02
6.16000e+07,3.90000e+03,3.00076e+04,-6.34535e+00,3.56400e+02
6.16000e+07,4.00000e+03,3.00062e+04,-6.34270e+00,3.57276e+02
6.16000e+07,4.10000e+03,3.00049e+04,-6.34007e+00,3.58178e+02
6.16000e+07,4.20000e+03,3.00035e+04,-6.33745e+00,3.59105e+02
